date,equity
1999-11-19,100000.0
1999-11-26,100000.0
1999-12-03,100000.0
1999-12-10,100000.0
1999-12-17,100000.0
1999-12-23,100000.0
1999-12-31,100000.0
2000-01-07,100000.0
2000-01-14,100000.0
2000-01-21,100000.0
2000-01-28,100000.0
2000-02-04,100000.0
2000-02-11,100000.0
2000-02-18,100000.0
2000-02-25,100000.0
2000-03-03,100000.0
2000-03-10,100000.0
2000-03-17,100000.0
2000-03-24,100000.0
2000-03-31,100000.0
2000-04-07,100000.0
2000-04-14,100000.0
2000-04-20,100000.0
2000-04-28,100000.0
2000-05-05,100000.0
2000-05-12,100000.0
2000-05-19,100000.0
2000-05-26,100000.0
2000-06-02,100000.0
2000-06-09,100000.0
2000-06-16,100000.0
2000-06-23,100000.0
2000-06-30,100000.0
2000-07-07,100000.0
2000-07-14,100000.0
2000-07-21,100000.0
2000-07-28,100000.0
2000-08-04,100000.0
2000-08-11,100000.0
2000-08-18,100000.0
2000-08-25,100000.0
2000-09-01,100000.0
2000-09-08,100000.0
2000-09-15,100000.0
2000-09-22,100000.0
2000-09-29,100000.0
2000-10-06,100000.0
2000-10-13,100000.0
2000-10-20,100000.0
2000-10-27,100000.0
2000-11-03,100000.0
2000-11-10,100000.0
2000-11-17,100000.0
2000-11-24,100000.0
2000-12-01,100000.0
2000-12-08,100000.0
2000-12-15,100000.0
2000-12-22,100000.0
2000-12-29,100000.0
2001-01-05,100000.0
2001-01-12,100000.0
2001-01-19,100000.0
2001-01-26,100000.0
2001-02-02,100000.0
2001-02-09,100000.0
2001-02-16,100000.0
2001-02-23,100000.0
2001-03-02,100000.0
2001-03-09,100000.0
2001-03-16,100000.0
2001-03-23,100000.0
2001-03-30,100000.0
2001-04-06,100000.0
2001-04-12,100000.0
2001-04-20,100000.0
2001-04-27,100000.0
2001-05-04,100000.0
2001-05-11,100000.0
2001-05-18,100000.0
2001-05-25,100000.0
2001-06-01,100000.0
2001-06-08,100000.0
2001-06-15,100000.0
2001-06-22,100000.0
2001-06-29,100000.0
2001-07-06,100000.0
2001-07-13,100000.0
2001-07-20,100000.0
2001-07-27,100000.0
2001-08-03,100000.0
2001-08-10,100000.0
2001-08-17,100000.0
2001-08-24,100000.0
2001-08-31,100000.0
2001-09-07,100000.0
2001-09-10,100000.0
2001-09-21,100000.0
2001-09-28,100000.0
2001-10-05,100000.0
2001-10-12,100000.0
2001-10-19,100000.0
2001-10-26,100000.0
2001-11-02,100000.0
2001-11-09,100000.0
2001-11-16,100000.0
2001-11-23,100000.0
2001-11-30,100000.0
2001-12-07,100000.0
2001-12-14,100000.0
2001-12-21,100000.0
2001-12-28,100000.0
2002-01-04,100000.0
2002-01-11,100000.0
2002-01-18,100000.0
2002-01-25,100000.0
2002-02-01,100000.0
2002-02-08,100000.0
2002-02-15,100000.0
2002-02-22,100000.0
2002-03-01,100000.0
2002-03-08,100000.0
2002-03-15,100000.0
2002-03-22,100000.0
2002-03-28,100000.0
2002-04-05,100000.0
2002-04-12,100000.0
2002-04-19,100000.0
2002-04-26,100000.0
2002-05-03,100000.0
2002-05-10,100000.0
2002-05-17,100000.0
2002-05-24,100000.0
2002-05-31,100000.0
2002-06-07,100000.0
2002-06-14,100000.0
2002-06-21,100000.0
2002-06-28,100000.0
2002-07-05,100000.0
2002-07-12,100000.0
2002-07-19,100000.0
2002-07-26,100000.0
2002-08-02,100000.0
2002-08-09,100000.0
2002-08-16,100000.0
2002-08-23,100000.0
2002-08-30,100000.0
2002-09-06,100000.0
2002-09-13,100000.0
2002-09-20,100000.0
2002-09-27,100000.0
2002-10-04,100000.0
2002-10-11,100000.0
2002-10-18,100000.0
2002-10-25,100000.0
2002-11-01,100000.0
2002-11-08,100000.0
2002-11-15,100000.0
2002-11-22,100000.0
2002-11-29,100000.0
2002-12-06,100000.0
2002-12-13,100000.0
2002-12-20,100000.0
2002-12-27,100000.0
2003-01-03,100000.0
2003-01-10,100000.0
2003-01-17,100000.0
2003-01-24,100000.0
2003-01-31,100000.0
2003-02-07,100000.0
2003-02-14,100000.0
2003-02-21,100000.0
2003-02-28,100000.0
2003-03-07,100000.0
2003-03-14,100000.0
2003-03-21,100000.0
2003-03-28,100000.0
2003-04-04,100000.0
2003-04-11,100000.0
