stop_loss_pct,train_trades,train_sharpe,train_expectancy,train_profit_factor,train_win_rate,train_total_pnl,train_avg_holding,test_trades,test_sharpe,test_expectancy,test_profit_factor,test_win_rate,test_total_pnl,test_avg_holding,valid
4.0,1216,-0.026255587784980453,-0.0022420093686859573,0.9312382055790607,0.5271381578947368,-294537.22047793295,2.323190789473684,426,0.239988099859149,0.022769237031252193,1.9066378787260947,0.6549295774647887,995283.1920151005,2.5305164319248825,True
5.0,1215,-0.028114783887369016,-0.0024774978395649713,0.9266616273010402,0.5506172839506173,-325887.07351990184,2.4987654320987653,426,0.24227295112961036,0.023513797800242153,1.9051832018056403,0.676056338028169,1024546.6498794488,2.7253521126760565,True
3.0,1217,-0.03518676597251335,-0.002912713997344178,0.9110787608444292,0.48808545603944126,-369881.21155279863,2.1364009860312243,426,0.22834616816043185,0.021185342836129762,1.8511091235265489,0.6244131455399061,922328.3012381457,2.408450704225352,True
2.0,1218,-0.050182473277315905,-0.0039399647148587544,0.8753054752598681,0.4376026272577997,-495061.21702321456,1.9064039408866995,426,0.22383269317100393,0.020537438350002355,1.8546202183775244,0.5892018779342723,895462.6804015283,2.2253521126760565,True
1.0,1223,-0.060993407913079146,-0.004617846134797818,0.844969334465978,0.38184791496320525,-583783.7155729322,1.680294358135732,426,0.1984334649926108,0.01762305166378412,1.7569058763624366,0.5305164319248826,766480.2602408843,1.9929577464788732,True
