run_id,timestamp,mode,note,tickers,n_assets,start,end,n_trades,win_rate,loss_rate,profit_factor,expectancy,total_pnl,avg_holding,total_return,cagr,sharpe,max_drawdown,final_equity
20260622-120943-929,2026-06-22T12:09:43,Per-asset,,"A, AA, AAL, AAMI, AAON, AAP, AAPL, AAT, ABBV, ABCB, ABG, ABM, ABNB, ABR, ABT, ACA, ACAD, ACGL, ACHC, ACI, ACIW, ACLS, ACM, ACMR, ACN, ACT, ADAM, ADBE, ADC, ADEA, ADI, ADM, ADMA, ADNT, ADP, ADSK, ADT, ADUS, AEE, AEIS, AEO, AEP, AES, AESI, AFG, AFL, AGCO, AGO, AGYS, AHCO, AHR, AHRT, AIG, AIN, AIR, AIT, AIZ, AJG, AKAM, AKR, AL, ALB, ALG, ALGM, ALGN, ALGT, ALK, ALKS, ALL, ALLE, ALLY, ALRM, ALV, AM, AMAT, AMCR, AMD, AME, AMG, AMGN, AMH, AMKR, AMN, AMP, AMPH, AMR, AMRX, AMSF, AMT, AMTM, AMWD, AMZN, AN, ANDE, ANET, ANF, ANGI, ANIP, AON, AORT, AOS, AOSL, APA, APAM, APD, APG, APH, APLE, APLS, APO, APOG, APP, APPF, APTV, AR, ARCB, ARE, ARES, ARI, ARLO, ARMK, AROC, ARR, ARW, ARWR, ASB, ASGN, ASH, ASO, ASTE, ASTH, ATEN, ATI, ATO, ATR, AUB, AVA, AVAV, AVB, AVGO, AVNS, AVNT, AVT, AVTR, AVY, AWK, AWR, AX, AXON, AXTA, AYI, AZO, AZTA, AZZ, BA, BAC, BAH, BALL, BANC, BANF, BANR, BAX, BBT, BBWI, BBY, BC, BCC, BCO, BCPC, BDC, BDX, BEN, BF.B, BFH, BFS, BG, BGC, BHE, BHF, BIIB, BILL, BIO, BJ, BJRI, BK, BKE, BKNG, BKR, BKU, BL, BLD, BLDR, BLFS, BLK, BLKB, BLMN, BMI, BMRN, BMY, BOH, BOOT, BOX, BR, BRBR, BRC, BRK.B, BRKR, BRO, BROS, BRX, BSX, BSY, BTSG, BTU, BURL, BWA, BWXT, BX, BXMT, BXP, BYD, C, CABO, CACI, CAG, CAH, CAKE, CALM, CALX, CALY, CAR, CARG, CARR, CARS, CART, CASH, CASY, CAT, CATY, CAVA, CB, CBOE, CBRE, CBSH, CBT, CBU, CC, CCI, CCK, CCL, CCOI, CCS, CDNS, CDP, CDW, CE, CEG, CELH, CENT, CENTA, CENX, CERT, CF, CFFN, CFG, CFR, CG, CGNX, CHCO, CHD, CHDN, CHE, CHEF, CHH, CHRD, CHRW, CHTR, CHWY, CI, CIEN, CINF, CL, CLB, CLF, CLH, CLSK, CLX, CMC, CMCSA, CME, CMG, CMI, CMS, CNC, CNH, CNK, CNM, CNMD, CNO, CNP, CNR, CNS, CNX, CNXC, CNXN, COHR, COHU, COIN, COKE, COLB, COLL, COLM, CON, COO, COP, COR, CORT, COST, COTY, CPAY, CPB, CPF, CPK, CPRI, CPRT, CPRX, CPT, CR, CRBG, CRC, CRGY, CRH, CRI, CRK, CRL, CRM, CROX, CRS, CRSR, CRUS, CRWD, CSCO, CSGP, CSGS, CSL, CSR, CSW, CSX, CTAS, CTKB, CTRA, CTRE, CTS, CTSH, CTVA, CUBE, CUBI, CURB, CUZ, CVBF, CVCO, CVI, CVLT, CVNA, CVS, CVSA, CVX, CW, CWEN, CWEN.A, CWK, CWST, CWT, CXM, CXT, CXW, CYTK, CZR, D, DAL, DAN, DAR, DASH, DBX, DCH, DCI, DCOM, DD, DDOG, DE, DEA, DECK, DEI, DELL, DFH, DFIN, DG, DGII, DGX, DHI, DHR, DINO, DIOD, DIS, DKS, DLB, DLR, DLTR, DLX, DNOW, DOC, DOCN, DOCS, DOCU, DORM, DOV, DOW, DPZ, DRH, DRI, DT, DTE, DTM, DUK, DUOL, DV, DVA, DVN, DXC, DXCM, DXPE, DY, EA, EAT, EBAY, ECG, ECL, ECPG, ED, EEFT, EFC, EFX, EG, EGBN, EGP, EHC, EIG, EIX, EL, ELAN, ELF, ELS, ELV, EMBC, EME, EMN, EMR, ENOV, ENPH, ENR, ENS, ENSG, ENTG, ENVA, EOG, EPAC, EPAM, EPC, EPR, EPRT, EQH, EQIX, EQR, EQT, ERIE, ES, ESAB, ESE, ESI, ESNT, ESS, ETD, ETN, ETR, ETSY, EVR, EVRG, EVTC, EW, EWBC, EXC, EXE, EXEL, EXLS, EXP, EXPD, EXPE, EXPI, EXPO, EXR, EXTR, EYE, EZPW, F, FAF, FANG, FAST, FBIN, FBK, FBNC, FBP, FBRT, FCF, FCFS, FCN, FCPT, FCX, FDP, FDS, FDX, FE, FELE, FFBC, FFIN, FFIV, FHB, FHI, FHN, FIBK, FICO, FIS, FISV, FITB, FIVE, FIX, FIZZ, FLEX, FLG, FLO, FLR, FLS, FMC, FN, FNB, FND, FORM, FOUR, FOX, FOXA, FOXF, FR, FRPT, FRT, FSLR, FSS, FTDR, FTI, FTNT, FTRE, FTV, FUL, FULT, FUN, FWRD, G, GAP, GATX, GBCI, GBX, GD, GDDY, GDEN, GDYN, GE, GEHC, GEN, GEO, GFF, GGG, GHC, GIII, GILD, GIS, GKOS, GL, GLPI, GLW, GM, GME, GMED, GNL, GNRC, GNTX, GNW, GO, GOGO, GOLF, GOOG, GOOGL, GPC, GPI, GPK, GPN, GRBK, GRMN, GS, GSHD, GT, GTES, GTLS, GTM, GTY, GVA, GWRE, GWW, GXO, H, HAE, HAFC, HAL, HALO, HAS, HASI, HAYW, HBAN, HCA, HCC, HCI, HCSG, HD, HE, HFWA, HGV, HIG, HII, HIMS, HIW, HL, HLI, HLIT, HLNE, HLT, HLX, HMN, HNI, HOG, HOLX, HOMB, HON, HOOD, HOPE, HP, HPE, HPQ, HQY, HR, HRB, HRL, HRMY, HSIC, HST, HSTM, HSY, HTH, HTLD, HTO, HTZ, HUBB, HUBG, HUM, HWC, HWKN, HWM, HXL, HZO, IAC, IART, IBKR, IBM, IBOC, IBP, ICE, ICHR, ICUI, IDA, IDCC, IDXX, IEX, IFF, IIIN, IIPR, ILMN, INCY, INDB, INDV, INGR, INN, INSP, INSW, INTC, INTU, INVA, INVH, INVX, IOSP, IP, IPAR, IPGP, IQV, IR, IRDM, IRM, IRT, ISRG, IT, ITGR, ITRI, ITT, ITW, IVZ, J, JAZZ, JBGS, JBHT, JBL, JBLU, JBSS, JBTM, JCI, JEF, JHG, JJSF, JKHY, JLL, JNJ, JOE, JPM, JXN, KAI, KALU, KBH, KBR, KD, KDP, KEX, KEY, KEYS, KFY, KGS, KHC, KIM, KKR, KLAC, KLIC, KMB, KMI, KMPR, KMT, KMX, KN, KNF, KNSL, KNTK, KNX, KO, KOP, KR, KRC, KREF, KRG, KRYS, KSS, KTB, KTOS, KVUE, KW, KWR, L, LAD, LAMR, LBRT, LCII, LDOS, LEA, LECO, LEG, LEN, LFUS, LGIH, LGND, LH, LHX, LII, LIN, LITE, LIVN, LKFN, LKQ, LLY, LMAT, LMT, LNC, LNN, LNT, LNTH, LOPE, LOW, LPG, LPX, LQDT, LRCX, LRN, LSCC, LSTR, LTC, LULU, LUMN, LUV, LVS, LW, LXP, LYB, LYV, LZ, LZB, M, MA, MAA, MAC, MAN, MANH, MAR, MARA, MAS, MASI, MAT, MATW, MATX, MBC, MBIN, MC, MCD, MCHP, MCK, MCO, MCRI, MCW, MCY, MD, MDLZ, MDT, MDU, MEDP, MET, META, MGEE, MGM, MGY, MHK, MHO, MIDD, MIR, MKC, MKSI, MKTX, MLI, MLKN, MLM, MMI, MMM, MMS, MMSI, MNRO, MNST, MO, MOG.A, MOH, MORN, MOS, MP, MPC, MPT, MPWR, MRCY, MRK, MRNA, MRP, MRSH, MRTN, MS, MSA, MSCI, MSEX, MSFT, MSGS, MSI, MSM, MTB, MTCH, MTD, MTDR, MTG, MTH, MTN, MTRN, MTSI, MTUS, MTX, MTZ, MU, MUR, MUSA, MWA, MXL, MYGN, MYRG, MZTI, NABL, NATL, NAVI, NBHC, NBIX, NBTB, NCLH, NDAQ, NDSN, NE, NEE, NEM, NEO, NEOG, NEU, NFG, NFLX, NGVT, NHC, NI, NJR, NKE, NLY, NMIH, NNN, NOC, NOG, NOV, NOVT, NOW, NPK, NPO, NRG, NSA, NSC, NSIT, NSP, NSSC, NTAP, NTCT, NTNX, NTRS, NUE, NVDA, NVR, NVRI, NVST, NVT, NWBI, NWE, NWL, NWN, NWS, NWSA, NX, NXPI, NXRT, NXST, NXT, NYT, O, OC, ODFL, OFG, OGE, OGN, OGS, OHI, OI, OII, OKE, OKTA, OLED, OLLI, OLN, OMC, OMCL, ON, ONB, ONTO, OPCH, OPLN, ORA, ORCL, ORI, ORLY, OSIS, OSK, OSW, OTIS, OTTR, OUT, OVV, OXM, OXY, OZK, PAG, PAHC, PANW, PARR, PATH, PATK, PAYC, PAYO, PAYX, PB, PBF, PBH, PBI, PCAR, PCG, PCRX, PCTY, PDFS, PEB, PECO, PEG, PEGA, PEN, PENG, PENN, PEP, PFBC, PFE, PFG, PFGC, PFS, PG, PGNY, PGR, PH, PHIN, PHM, PI, PII, PINS, PIPR, PJT, PK, PKG, PLAB, PLAY, PLD, PLMR, PLNT, PLTR, PLUS, PLXS, PM, PMT, PNC, PNFP, PNR, PNW, PODD, POOL, POR, POST, POWI, POWL, PPC, PPG, PPL, PR, PRA, PRAA, PRDO, PRG, PRGO, PRGS, PRI, PRIM, PRK, PRKS, PRLB, PRSU, PRU, PRVA, PSA, PSKY, PSMT, PSN, PSTG, PSX, PTC, PTCT, PTEN, PTGX, PVH, PWR, PYPL, PZZA, Q, QCOM, QDEL, QLYS, QNST, QRVO, QTWO, R, RAL, RAMP, RBA, RBC, RCL, RCUS, RDN, RDNT, REG, REGN, RES, REX, REXR, REZI, RF, RGEN, RGLD, RH, RHI, RHP, RJF, RL, RLI, RMBS, RMD, RNG, RNR, RNST, ROCK, ROG, ROIV, ROL, ROP, ROST, RPM, RRC, RRR, RRX, RS, RSG, RTX, RUN, RUSHA, RVTY, RWT, RXO, RYAN, RYN, SABR, SAFE, SAFT, SAH, SAIA, SAIC, SAM, SANM, SATS, SBAC, SBCF, SBH, SBRA, SBSI, SBUX, SCHL, SCHW, SCI, SCL, SCSC, SDGR, SEDG, SEE, SEIC, SEM, SEZL, SF, SFBS, SFM, SFNC, SGI, SHAK, SHC, SHEN, SHO, SHOO, SHW, SIG, SIGI, SITM, SJM, SKT, SKY, SKYW, SLAB, SLB, SLG, SLGN, SLM, SLVM, SM, SMCI, SMG, SMP, SMPL, SMTC, SNA, SNCY, SNDK, SNDR, SNEX, SNPS, SNX, SO, SOLS, SOLV, SON, SONO, SPG, SPGI, SPNT, SPSC, SPXC, SR, SRE, SRPT, SSB, SSD, SSTK, ST, STAA, STAG, STBA, STC, STE, STEL, STEP, STLD, STRA, STRL, STT, STWD, STX, STZ, SUPN, SW, SWK, SWKS, SWX, SXC, SXI, SXT, SYF, SYK, SYNA, SYY, T, TAP, TBBK, TCBI, TDC, TDG, TDS, TDW, TDY, TECH, TEL, TER, TEX, TFC, TFIN, TFX, TGNA, TGT, TGTX, THC, THG, THO, THRM, TILE, TJX, TKO, TKR, TLN, TMDX, TMHC, TMO, TMP, TMUS, TNC, TNDM, TNL, TOL, TPH, TPL, TPR, TR, TREX, TRGP, TRIP, TRMB, TRMK, TRN, TRNO, TROW, TRST, TRU, TRUP, TRV, TSCO, TSLA, TSN, TT, TTC, TTD, TTEK, TTMI, TTWO, TWI, TWLO, TWO, TXN, TXNM, TXRH, TXT, TYL, UA, UAA, UAL, UBER, UBSI, UCB, UCTT, UDR, UE, UFCS, UFPI, UFPT, UHS, UHT, ULTA, UMBF, UNF, UNFI, UNH, UNIT, UNM, UNP, UPBD, UPS, UPWK, URBN, URI, USB, USFD, USPH, UTHR, UTL, UVV, V, VAC, VAL, VC, VCEL, VCTR, VCYT, VECO, VFC, VIAV, VICI, VICR, VIR, VIRT, VITL, VLO, VLTO, VLY, VMC, VMI, VNO, VNOM, VNT, VOYA, VRE, VRRM, VRSK, VRSN, VRTS, VRTX, VSAT, VSCO, VSH, VSNT, VST, VSTS, VTOL, VTR, VTRS, VVV, VYX, WAB, WABC, WAFD, WAL, WAT, WAY, WBS, WCC, WD, WDAY, WDC, WDFC, WEC, WELL, WEN, WERN, WEX, WFC, WFRD, WGO, WH, WHD, WHR, WINA, WING, WKC, WLK, WLY, WM, WMB, WMS, WMT, WOR, WPC, WRB, WRLD, WS, WSC, WSFS, WSM, WSO, WSR, WST, WT, WTFC, WTRG, WTS, WTW, WU, WWD, WWW, WY, WYNN, XEL, XHR, XNCR, XOM, XPEL, XPO, XRAY, XYL, XYZ, YELP, YETI, YOU, YUM, ZBH, ZBRA, ZD, ZION, ZWS",1486,2013-01-04,2026-03-19,160,0.89375,0.10625,5.780171015212402,0.0667851338281285,1075855.8834278337,4.25625,,,,,
20260622-121652-027,2026-06-22T12:16:52,Per-asset,,"A, AA, AAL, AAMI, AAON, AAP, AAPL, AAT, ABBV, ABCB, ABG, ABM, ABNB, ABR, ABT, ACA, ACAD, ACGL, ACHC, ACI, ACIW, ACLS, ACM, ACMR, ACN, ACT, ADAM, ADBE, ADC, ADEA, ADI, ADM, ADMA, ADNT, ADP, ADSK, ADT, ADUS, AEE, AEIS, AEO, AEP, AES, AESI, AFG, AFL, AGCO, AGO, AGYS, AHCO, AHR, AHRT, AIG, AIN, AIR, AIT, AIZ, AJG, AKAM, AKR, AL, ALB, ALG, ALGM, ALGN, ALGT, ALK, ALKS, ALL, ALLE, ALLY, ALRM, ALV, AM, AMAT, AMCR, AMD, AME, AMG, AMGN, AMH, AMKR, AMN, AMP, AMPH, AMR, AMRX, AMSF, AMT, AMTM, AMWD, AMZN, AN, ANDE, ANET, ANF, ANGI, ANIP, AON, AORT, AOS, AOSL, APA, APAM, APD, APG, APH, APLE, APLS, APO, APOG, APP, APPF, APTV, AR, ARCB, ARE, ARES, ARI, ARLO, ARMK, AROC, ARR, ARW, ARWR, ASB, ASGN, ASH, ASO, ASTE, ASTH, ATEN, ATI, ATO, ATR, AUB, AVA, AVAV, AVB, AVGO, AVNS, AVNT, AVT, AVTR, AVY, AWK, AWR, AX, AXON, AXTA, AYI, AZO, AZTA, AZZ, BA, BAC, BAH, BALL, BANC, BANF, BANR, BAX, BBT, BBWI, BBY, BC, BCC, BCO, BCPC, BDC, BDX, BEN, BF.B, BFH, BFS, BG, BGC, BHE, BHF, BIIB, BILL, BIO, BJ, BJRI, BK, BKE, BKNG, BKR, BKU, BL, BLD, BLDR, BLFS, BLK, BLKB, BLMN, BMI, BMRN, BMY, BOH, BOOT, BOX, BR, BRBR, BRC, BRK.B, BRKR, BRO, BROS, BRX, BSX, BSY, BTSG, BTU, BURL, BWA, BWXT, BX, BXMT, BXP, BYD, C, CABO, CACI, CAG, CAH, CAKE, CALM, CALX, CALY, CAR, CARG, CARR, CARS, CART, CASH, CASY, CAT, CATY, CAVA, CB, CBOE, CBRE, CBSH, CBT, CBU, CC, CCI, CCK, CCL, CCOI, CCS, CDNS, CDP, CDW, CE, CEG, CELH, CENT, CENTA, CENX, CERT, CF, CFFN, CFG, CFR, CG, CGNX, CHCO, CHD, CHDN, CHE, CHEF, CHH, CHRD, CHRW, CHTR, CHWY, CI, CIEN, CINF, CL, CLB, CLF, CLH, CLSK, CLX, CMC, CMCSA, CME, CMG, CMI, CMS, CNC, CNH, CNK, CNM, CNMD, CNO, CNP, CNR, CNS, CNX, CNXC, CNXN, COHR, COHU, COIN, COKE, COLB, COLL, COLM, CON, COO, COP, COR, CORT, COST, COTY, CPAY, CPB, CPF, CPK, CPRI, CPRT, CPRX, CPT, CR, CRBG, CRC, CRGY, CRH, CRI, CRK, CRL, CRM, CROX, CRS, CRSR, CRUS, CRWD, CSCO, CSGP, CSGS, CSL, CSR, CSW, CSX, CTAS, CTKB, CTRA, CTRE, CTS, CTSH, CTVA, CUBE, CUBI, CURB, CUZ, CVBF, CVCO, CVI, CVLT, CVNA, CVS, CVSA, CVX, CW, CWEN, CWEN.A, CWK, CWST, CWT, CXM, CXT, CXW, CYTK, CZR, D, DAL, DAN, DAR, DASH, DBX, DCH, DCI, DCOM, DD, DDOG, DE, DEA, DECK, DEI, DELL, DFH, DFIN, DG, DGII, DGX, DHI, DHR, DINO, DIOD, DIS, DKS, DLB, DLR, DLTR, DLX, DNOW, DOC, DOCN, DOCS, DOCU, DORM, DOV, DOW, DPZ, DRH, DRI, DT, DTE, DTM, DUK, DUOL, DV, DVA, DVN, DXC, DXCM, DXPE, DY, EA, EAT, EBAY, ECG, ECL, ECPG, ED, EEFT, EFC, EFX, EG, EGBN, EGP, EHC, EIG, EIX, EL, ELAN, ELF, ELS, ELV, EMBC, EME, EMN, EMR, ENOV, ENPH, ENR, ENS, ENSG, ENTG, ENVA, EOG, EPAC, EPAM, EPC, EPR, EPRT, EQH, EQIX, EQR, EQT, ERIE, ES, ESAB, ESE, ESI, ESNT, ESS, ETD, ETN, ETR, ETSY, EVR, EVRG, EVTC, EW, EWBC, EXC, EXE, EXEL, EXLS, EXP, EXPD, EXPE, EXPI, EXPO, EXR, EXTR, EYE, EZPW, F, FAF, FANG, FAST, FBIN, FBK, FBNC, FBP, FBRT, FCF, FCFS, FCN, FCPT, FCX, FDP, FDS, FDX, FE, FELE, FFBC, FFIN, FFIV, FHB, FHI, FHN, FIBK, FICO, FIS, FISV, FITB, FIVE, FIX, FIZZ, FLEX, FLG, FLO, FLR, FLS, FMC, FN, FNB, FND, FORM, FOUR, FOX, FOXA, FOXF, FR, FRPT, FRT, FSLR, FSS, FTDR, FTI, FTNT, FTRE, FTV, FUL, FULT, FUN, FWRD, G, GAP, GATX, GBCI, GBX, GD, GDDY, GDEN, GDYN, GE, GEHC, GEN, GEO, GFF, GGG, GHC, GIII, GILD, GIS, GKOS, GL, GLPI, GLW, GM, GME, GMED, GNL, GNRC, GNTX, GNW, GO, GOGO, GOLF, GOOG, GOOGL, GPC, GPI, GPK, GPN, GRBK, GRMN, GS, GSHD, GT, GTES, GTLS, GTM, GTY, GVA, GWRE, GWW, GXO, H, HAE, HAFC, HAL, HALO, HAS, HASI, HAYW, HBAN, HCA, HCC, HCI, HCSG, HD, HE, HFWA, HGV, HIG, HII, HIMS, HIW, HL, HLI, HLIT, HLNE, HLT, HLX, HMN, HNI, HOG, HOLX, HOMB, HON, HOOD, HOPE, HP, HPE, HPQ, HQY, HR, HRB, HRL, HRMY, HSIC, HST, HSTM, HSY, HTH, HTLD, HTO, HTZ, HUBB, HUBG, HUM, HWC, HWKN, HWM, HXL, HZO, IAC, IART, IBKR, IBM, IBOC, IBP, ICE, ICHR, ICUI, IDA, IDCC, IDXX, IEX, IFF, IIIN, IIPR, ILMN, INCY, INDB, INDV, INGR, INN, INSP, INSW, INTC, INTU, INVA, INVH, INVX, IOSP, IP, IPAR, IPGP, IQV, IR, IRDM, IRM, IRT, ISRG, IT, ITGR, ITRI, ITT, ITW, IVZ, J, JAZZ, JBGS, JBHT, JBL, JBLU, JBSS, JBTM, JCI, JEF, JHG, JJSF, JKHY, JLL, JNJ, JOE, JPM, JXN, KAI, KALU, KBH, KBR, KD, KDP, KEX, KEY, KEYS, KFY, KGS, KHC, KIM, KKR, KLAC, KLIC, KMB, KMI, KMPR, KMT, KMX, KN, KNF, KNSL, KNTK, KNX, KO, KOP, KR, KRC, KREF, KRG, KRYS, KSS, KTB, KTOS, KVUE, KW, KWR, L, LAD, LAMR, LBRT, LCII, LDOS, LEA, LECO, LEG, LEN, LFUS, LGIH, LGND, LH, LHX, LII, LIN, LITE, LIVN, LKFN, LKQ, LLY, LMAT, LMT, LNC, LNN, LNT, LNTH, LOPE, LOW, LPG, LPX, LQDT, LRCX, LRN, LSCC, LSTR, LTC, LULU, LUMN, LUV, LVS, LW, LXP, LYB, LYV, LZ, LZB, M, MA, MAA, MAC, MAN, MANH, MAR, MARA, MAS, MASI, MAT, MATW, MATX, MBC, MBIN, MC, MCD, MCHP, MCK, MCO, MCRI, MCW, MCY, MD, MDLZ, MDT, MDU, MEDP, MET, META, MGEE, MGM, MGY, MHK, MHO, MIDD, MIR, MKC, MKSI, MKTX, MLI, MLKN, MLM, MMI, MMM, MMS, MMSI, MNRO, MNST, MO, MOG.A, MOH, MORN, MOS, MP, MPC, MPT, MPWR, MRCY, MRK, MRNA, MRP, MRSH, MRTN, MS, MSA, MSCI, MSEX, MSFT, MSGS, MSI, MSM, MTB, MTCH, MTD, MTDR, MTG, MTH, MTN, MTRN, MTSI, MTUS, MTX, MTZ, MU, MUR, MUSA, MWA, MXL, MYGN, MYRG, MZTI, NABL, NATL, NAVI, NBHC, NBIX, NBTB, NCLH, NDAQ, NDSN, NE, NEE, NEM, NEO, NEOG, NEU, NFG, NFLX, NGVT, NHC, NI, NJR, NKE, NLY, NMIH, NNN, NOC, NOG, NOV, NOVT, NOW, NPK, NPO, NRG, NSA, NSC, NSIT, NSP, NSSC, NTAP, NTCT, NTNX, NTRS, NUE, NVDA, NVR, NVRI, NVST, NVT, NWBI, NWE, NWL, NWN, NWS, NWSA, NX, NXPI, NXRT, NXST, NXT, NYT, O, OC, ODFL, OFG, OGE, OGN, OGS, OHI, OI, OII, OKE, OKTA, OLED, OLLI, OLN, OMC, OMCL, ON, ONB, ONTO, OPCH, OPLN, ORA, ORCL, ORI, ORLY, OSIS, OSK, OSW, OTIS, OTTR, OUT, OVV, OXM, OXY, OZK, PAG, PAHC, PANW, PARR, PATH, PATK, PAYC, PAYO, PAYX, PB, PBF, PBH, PBI, PCAR, PCG, PCRX, PCTY, PDFS, PEB, PECO, PEG, PEGA, PEN, PENG, PENN, PEP, PFBC, PFE, PFG, PFGC, PFS, PG, PGNY, PGR, PH, PHIN, PHM, PI, PII, PINS, PIPR, PJT, PK, PKG, PLAB, PLAY, PLD, PLMR, PLNT, PLTR, PLUS, PLXS, PM, PMT, PNC, PNFP, PNR, PNW, PODD, POOL, POR, POST, POWI, POWL, PPC, PPG, PPL, PR, PRA, PRAA, PRDO, PRG, PRGO, PRGS, PRI, PRIM, PRK, PRKS, PRLB, PRSU, PRU, PRVA, PSA, PSKY, PSMT, PSN, PSTG, PSX, PTC, PTCT, PTEN, PTGX, PVH, PWR, PYPL, PZZA, Q, QCOM, QDEL, QLYS, QNST, QRVO, QTWO, R, RAL, RAMP, RBA, RBC, RCL, RCUS, RDN, RDNT, REG, REGN, RES, REX, REXR, REZI, RF, RGEN, RGLD, RH, RHI, RHP, RJF, RL, RLI, RMBS, RMD, RNG, RNR, RNST, ROCK, ROG, ROIV, ROL, ROP, ROST, RPM, RRC, RRR, RRX, RS, RSG, RTX, RUN, RUSHA, RVTY, RWT, RXO, RYAN, RYN, SABR, SAFE, SAFT, SAH, SAIA, SAIC, SAM, SANM, SATS, SBAC, SBCF, SBH, SBRA, SBSI, SBUX, SCHL, SCHW, SCI, SCL, SCSC, SDGR, SEDG, SEE, SEIC, SEM, SEZL, SF, SFBS, SFM, SFNC, SGI, SHAK, SHC, SHEN, SHO, SHOO, SHW, SIG, SIGI, SITM, SJM, SKT, SKY, SKYW, SLAB, SLB, SLG, SLGN, SLM, SLVM, SM, SMCI, SMG, SMP, SMPL, SMTC, SNA, SNCY, SNDK, SNDR, SNEX, SNPS, SNX, SO, SOLS, SOLV, SON, SONO, SPG, SPGI, SPNT, SPSC, SPXC, SR, SRE, SRPT, SSB, SSD, SSTK, ST, STAA, STAG, STBA, STC, STE, STEL, STEP, STLD, STRA, STRL, STT, STWD, STX, STZ, SUPN, SW, SWK, SWKS, SWX, SXC, SXI, SXT, SYF, SYK, SYNA, SYY, T, TAP, TBBK, TCBI, TDC, TDG, TDS, TDW, TDY, TECH, TEL, TER, TEX, TFC, TFIN, TFX, TGNA, TGT, TGTX, THC, THG, THO, THRM, TILE, TJX, TKO, TKR, TLN, TMDX, TMHC, TMO, TMP, TMUS, TNC, TNDM, TNL, TOL, TPH, TPL, TPR, TR, TREX, TRGP, TRIP, TRMB, TRMK, TRN, TRNO, TROW, TRST, TRU, TRUP, TRV, TSCO, TSLA, TSN, TT, TTC, TTD, TTEK, TTMI, TTWO, TWI, TWLO, TWO, TXN, TXNM, TXRH, TXT, TYL, UA, UAA, UAL, UBER, UBSI, UCB, UCTT, UDR, UE, UFCS, UFPI, UFPT, UHS, UHT, ULTA, UMBF, UNF, UNFI, UNH, UNIT, UNM, UNP, UPBD, UPS, UPWK, URBN, URI, USB, USFD, USPH, UTHR, UTL, UVV, V, VAC, VAL, VC, VCEL, VCTR, VCYT, VECO, VFC, VIAV, VICI, VICR, VIR, VIRT, VITL, VLO, VLTO, VLY, VMC, VMI, VNO, VNOM, VNT, VOYA, VRE, VRRM, VRSK, VRSN, VRTS, VRTX, VSAT, VSCO, VSH, VSNT, VST, VSTS, VTOL, VTR, VTRS, VVV, VYX, WAB, WABC, WAFD, WAL, WAT, WAY, WBS, WCC, WD, WDAY, WDC, WDFC, WEC, WELL, WEN, WERN, WEX, WFC, WFRD, WGO, WH, WHD, WHR, WINA, WING, WKC, WLK, WLY, WM, WMB, WMS, WMT, WOR, WPC, WRB, WRLD, WS, WSC, WSFS, WSM, WSO, WSR, WST, WT, WTFC, WTRG, WTS, WTW, WU, WWD, WWW, WY, WYNN, XEL, XHR, XNCR, XOM, XPEL, XPO, XRAY, XYL, XYZ, YELP, YETI, YOU, YUM, ZBH, ZBRA, ZD, ZION, ZWS",1486,2013-01-04,2026-03-19,1015,0.8876847290640394,0.1123152709359606,3.819283320987,0.0393548193634308,4091626.2988756513,4.643349753694581,,,,,
