ticker,signal_date,signal_close,rsi_at_signal,signal_range,signal_body_percentile,signal_atr_mult,pattern,entry_date,entry_price,exit_date,exit_price,exit_reason,bars_held,gross_return,net_return,pnl,equity_after
A,2011-08-12,22.911645889282227,1.3851431906370522,3.2649574279785156,0.28875940688570595,1.4114268990151186,Hammer,2011-08-19,23.234346389770508,2011-09-30,20.27310562133789,Time stop (5 bars),6,-0.12745100373197393,-0.1278538870499602,-12785.388692210632,87214.61130778937
A,2025-03-07,125.4020767211914,4.6947765680286295,7.967529296875,0.34782537919411677,1.0257699282778592,Hammer,2025-03-14,123.92733764648438,2025-04-25,101.02080535888672,Time stop (5 bars),6,-0.1848384119486285,-0.184911643908201,-16126.997133611112,71087.61417417825
A,2026-02-27,121.1036605834961,1.7807091888852682,11.309196472167969,0.39214838371497635,1.3851228389300836,Hammer,2026-03-06,118.57942199707031,2026-04-17,114.94000244140625,Time stop (5 bars),6,-0.03069183079467175,-0.030774864811115212,-2187.7117137673413,68899.90246041091
AAPL,2008-07-25,4.853126525878906,9.292470115599443,0.6537890434265137,0.28617273055477555,1.5624758997147503,Hammer,2008-08-01,4.859712600708008,2008-09-12,4.926468849182129,Time stop (5 bars),6,0.013736665922259528,0.011666927346511964,1166.6927334845036,101166.69273348451
AAPL,2008-09-19,4.218197345733643,2.658660505627992,0.8085553646087646,0.2510179643543663,1.8737880112252343,Hammer,2008-09-26,4.189159870147705,2008-11-07,3.1710567474365234,Time stop (5 bars),6,-0.2430327689249263,-0.24512730905390478,-24798.719130843565,76367.97360264094
ABBV,2015-08-28,41.15253448486328,4.340900047664363,7.236110687255859,0.3511112587201349,3.0952910889378944,Hammer,2015-09-04,41.25544738769531,2015-10-16,35.89107894897461,Time stop (5 bars),6,-0.130028124245252,-0.1302547301104506,-13025.472998019592,86974.5270019804
ABT,1993-01-22,3.003448009490967,4.448726859021036,0.18855738639831543,0.3571422249253035,1.038548392603052,Hammer,1993-01-29,3.016916275024414,1993-03-12,2.7340803146362305,Time stop (5 bars),6,-0.09375001975681108,-0.09690406144221105,-9690.406134530698,90309.59386546932
ABT,1997-10-31,7.350193977355957,6.575659766030313,0.6968073844909668,0.3225808879834614,1.810851086169487,Hammer,1997-11-07,7.492552280426025,1997-11-28,7.837209701538086,RSI > 90,3,0.046000002163810505,0.04463555685843702,4031.019007813493,94340.61287328282
ABT,2002-03-22,13.789704322814941,6.444713429407074,0.744694709777832,0.2068951386212028,1.1327314971657356,Hammer,2002-03-28,13.751184463500977,2002-05-10,13.862229347229004,Time stop (5 bars),6,0.00807529591525502,0.007345415001967083,692.9709524012096,95033.58382568404
ABT,2010-04-30,17.326465606689453,0.9520139205720568,0.7992668151855469,0.2923712432525307,1.4009702865232283,Hammer,2010-05-07,17.424680709838867,2010-06-18,16.066604614257812,Time stop (5 bars),6,-0.07793979804830597,-0.07849117366841898,-7459.29752493472,87574.28630074933
ABT,2011-08-12,17.58615493774414,2.713515141999892,1.3606853485107422,0.2161465451624705,2.1669901441187376,Hammer,2011-08-19,17.72080421447754,2011-09-30,18.124759674072266,Time stop (5 bars),6,0.022795548932519782,0.022224969588288766,1946.3358478039117,89520.62214855324
ABT,2021-06-04,99.4908218383789,0.5071309860538946,5.40740966796875,0.33838393814549356,1.132521062166492,Hammer,2021-06-11,100.11895751953125,2021-07-09,107.41986083984375,RSI > 90,4,0.07292228665972922,0.07281876886348862,6518.781486232418,96039.40363478566
ABT,2022-01-28,115.39311981201172,5.9951370370431505,6.011299133300781,0.2327718923282139,1.2084166150581157,Hammer,2022-02-04,115.54961395263672,2022-03-18,105.773193359375,Time stop (5 bars),6,-0.08460799009911912,-0.08469086831334101,-8133.660477991776,87905.74315679389
ABT,2022-05-13,101.55510711669922,7.967729181413617,6.072235107421875,0.20091343133559492,1.0163999306476215,Hammer,2022-05-20,101.11148071289062,2022-07-01,101.57359313964844,Time stop (5 bars),6,0.004570325975840506,0.004471204135768297,393.04452196739805,88298.78767876128
ACGL,1997-10-31,2.403657913208008,7.785631027921269,0.198103666305542,0.3333333333333333,2.0534777683881376,Hammer,1997-11-07,2.350830316543579,1997-12-19,2.324416399002075,Time stop (5 bars),6,-0.011235994940009264,-0.01545693562299064,-1545.69356075337,98454.30643924663
ACGL,2010-05-07,7.710723400115967,9.118315556484916,1.1051549911499023,0.3040150529970082,3.660483058296969,Hammer,2010-05-14,7.947391033172607,2010-06-25,8.253791809082031,Time stop (5 bars),6,0.038553630321007226,0.03727190660934778,3669.579711222129,102123.88615046875
ACGL,2016-01-22,20.701040267944336,1.5468532276754985,2.2599658966064453,0.2538567424525666,2.543982675600739,Hammer,2016-01-29,20.789791107177734,2016-03-11,21.873815536499023,Time stop (5 bars),6,0.052142151103530265,0.0516487241341206,5274.568418015331,107398.45456848409
ACN,2002-06-28,13.007673263549805,4.518712393253807,1.5746126174926758,0.3478254813000537,1.0085579011353258,Hammer,2002-07-05,13.007673263549805,2002-08-16,11.241368293762207,Time stop (5 bars),6,-0.13578946318840512,-0.13650576893859762,-13650.576880209184,86349.42311979081
ACN,2011-08-12,41.123878479003906,5.251809468462184,3.0649032592773438,0.2629000580001643,1.3280035026971153,Hammer,2011-08-19,41.357322692871094,2011-09-30,38.32254409790039,Time stop (5 bars),6,-0.07337947423501423,-0.07361236982698459,-6356.38566268443,79993.03745710637
ACN,2015-09-04,78.14715576171875,3.489495438988911,3.5246963500976562,0.3497659035171833,1.1326456436878667,Hammer,2015-09-11,79.65300750732422,2015-10-16,86.6196517944336,RSI > 90,5,0.08746241360024953,0.08733138707329252,6985.902910349041,86978.9403674554
ACN,2019-10-04,169.43028259277344,8.859480719252758,9.394424438476562,0.35425623667109,1.459733622988812,Hammer,2019-10-11,168.22413635253906,2019-11-22,177.14794921875,RSI > 90,6,0.053047161125022724,0.05298614175567809,4608.678459459985,91587.61882691538
ACN,2020-03-13,149.9819793701172,1.2166865990884048,24.9144287109375,0.3376719141201084,2.554858567943666,Hammer,2020-03-20,133.57052612304688,2020-05-01,159.45339965820312,Time stop (5 bars),6,0.1937768330066516,0.1936947155373561,17740.037757683138,109327.65658459852
ACN,2022-03-11,288.31597900390625,6.2432809796764985,19.76519775390625,0.3342710594658358,1.0610444975048916,Hammer,2022-03-18,285.993408203125,2022-04-08,316.4554443359375,RSI > 90,3,0.10651307078790095,0.10647624343134296,11640.798164639178,120968.45474923769
ACN,2026-02-27,206.96487426757812,1.4296174109441324,25.077346801757812,0.20956890577187645,1.3066710387690026,Hammer,2026-03-06,203.51414489746094,2026-04-17,180.97999572753906,Time stop (5 bars),6,-0.1107252234544952,-0.11077163861552333,-13399.87393996097,107568.58080927673
ADBE,2005-07-08,27.93000030517578,4.633159349609969,2.440000534057617,0.31147543546557666,1.262085260432839,Hammer,2005-07-15,27.75,2005-08-26,26.200000762939453,Time stop (5 bars),6,-0.055855828362542215,-0.05620606150461342,-5620.606144840736,94379.39385515926
ADBE,2016-02-12,76.66999816894531,2.0643046582830067,7.060005187988281,0.23512782468399093,1.311952719044871,Hammer,2016-02-19,77.12999725341797,2016-03-24,92.69000244140625,RSI > 90,5,0.20173740103820315,0.2015946812949325,19026.383806013357,113405.77766117263
ADBE,2019-10-04,276.9599914550781,5.244038774343537,15.799896240234375,0.17024864263488182,1.083959614761189,Hammer,2019-10-11,276.32000732421875,2019-11-15,291.95001220703125,RSI > 90,5,0.056564868516643774,0.05652765572710249,6410.562750684534,119816.34041185716
ADBE,2021-10-08,576.8599853515625,1.7112043318693821,34.0050048828125,0.3398009110848659,1.2809672321333918,Hammer,2021-10-15,574.5,2021-11-12,666.5599975585938,RSI > 90,4,0.1602436859157419,0.16022488500290463,19197.55934476113,139013.89975661828
ADI,1993-10-22,2.245789051055908,5.389376883677386,0.35526609420776367,0.32142871523541466,1.6644773224659408,Hammer,1993-10-29,2.258477210998535,1993-12-10,2.3346056938171387,Time stop (5 bars),6,0.033707881774439175,0.0292154400748001,2921.5440045584664,102921.54400455847
ADI,1997-10-31,9.306702613830566,8.383516369178295,1.7319221496582031,0.19780215544488813,1.9877130694687586,Hammer,1997-11-07,9.382830619812012,1997-12-19,7.8412299156188965,Time stop (5 bars),6,-0.16430017407945086,-0.16527787590443188,-17010.654160867285,85910.88984369118
