ticker,signal_date,signal_close,rsi_at_signal,signal_range,signal_body_percentile,signal_atr_mult,pattern,entry_date,entry_price,exit_date,exit_price,exit_reason,bars_held,gross_return,net_return,pnl,equity_after
AAPL,1992-06-22,0.3174077272415161,0.7130182438215655,0.014346092939376831,0.37500077901843676,1.0419692856625664,Hammer,1992-06-23,0.3227875232696533,1992-07-02,0.35147976875305176,RSI(2) acum > 180,7,0.08888895454434653,0.067326797028617,6732.679696129022,106732.67969612901
AAPL,1992-08-06,0.3156144618988037,1.7827850454683443,0.012552827596664429,0.28571496404346597,1.1461767287671598,Hammer,1992-08-07,0.3012683689594269,1992-09-01,0.33264586329460144,RSI(2) acum > 180,17,0.1041513068350044,0.08228692452143976,8782.703949343671,115515.38364547267
AAPL,1992-10-05,0.3128669261932373,5.691733287913365,0.016182780265808105,0.2222230407142489,1.4491416502592513,Hammer,1992-10-06,0.3146650195121765,1992-10-15,0.3290497064590454,RSI(2) acum > 180,7,0.0457142867967002,0.02500707319676552,2888.7016512860846,118404.08529675874
AAPL,1993-02-16,0.3828389048576355,1.3768188382788225,0.014446735382080078,0.25,1.0565667437610615,Hammer,1993-02-17,0.3846447467803955,1993-03-09,0.408120721578598,RSI(2) acum > 180,14,0.061032875126215025,0.040022323143517724,4738.806558520708,123142.89185527945
AAPL,1996-07-16,0.126289963722229,3.575018889927705,0.010290287435054779,0.36363610034905974,1.4426955206545968,Hammer,1996-07-17,0.13003188371658325,1996-07-22,0.15622536838054657,RSI(2) acum > 180,3,0.20143893878407915,0.17764806870914693,21876.096891473637,145018.9887467531
AAPL,1998-07-27,0.2577250897884369,5.305165286769963,0.0121612548828125,0.38461613864491845,1.157675451380491,Hammer,1998-07-28,0.25491863489151,1998-08-12,0.29748302698135376,RSI(2) acum > 180,11,0.16697246204836524,0.14386409646324916,20863.02576520271,165882.01451195584
AAPL,1998-10-08,0.230596125125885,4.90763429189883,0.020112842321395874,0.13953472865345434,1.1911375320777273,Hammer,1998-10-09,0.23761223256587982,1998-10-14,0.29748302698135376,RSI(2) acum > 180,3,0.2519684856665547,0.22717703050484064,37684.583433302425,203566.59794525828
AAPL,2002-01-10,0.3177642524242401,3.6268387961020068,0.01811090111732483,0.20661147505105307,1.1462335922319102,Hammer,2002-01-11,0.32015907764434814,2002-02-01,0.3643138110637665,RSI(2) acum > 180,14,0.13791498196552165,0.11538201202561044,23487.923628644472,227054.52157390275
AAPL,2002-12-04,0.22406646609306335,6.585868594014357,0.010327711701393127,0.3188400778552579,1.055298693545817,Hammer,2002-12-05,0.22496451437473297,2003-01-06,0.22496451437473297,RSI(2) acum > 180,20,0.0,-0.019801980198019806,-4496.129135581154,222558.3924383216
AAPL,2005-05-11,1.0659996271133423,8.11165082623694,0.07663452625274658,0.18359292968731772,1.8270577152609473,Hammer,2005-05-12,1.062706708908081,2005-05-23,1.137545108795166,RSI(2) acum > 180,7,0.07042244041536216,0.06072678887013248,13515.256495362788,236073.64893368437
AAPL,2007-08-16,3.5039384365081787,5.55715368131068,0.20595526695251465,0.21656929126839608,1.228749859616319,Hammer,2007-08-17,3.6524181365966797,2007-08-23,3.984102249145508,RSI(2) acum > 180,4,0.0908121962338877,0.08795387908481349,20763.59315266039,256837.24208634478
AAPL,2008-01-23,4.1631760597229,1.8536472308599627,0.4149043560028076,0.2734481262588099,1.3611913099207162,Hammer,2008-01-24,4.190656661987305,2008-03-26,4.216999530792236,RSI(2) acum > 180,42,0.00628609569566585,0.0038951873619683863,1000.429178457116,257837.6712648019
AAPL,2008-06-13,5.159964561462402,8.395824868628864,0.26492834091186523,0.2847451830920005,1.3865137328832997,Hammer,2008-06-16,5.127933979034424,2008-08-12,5.194390773773193,RSI(2) acum > 180,40,0.012959760209565463,0.010998932573333014,2835.9391582708204,260673.6104230727
AAPL,2010-05-06,7.371592044830322,6.232909162955991,1.766188621520996,0.20338982593252747,5.667442758660529,Hammer,2010-05-07,7.295556545257568,2010-06-01,7.773923873901367,RSI(2) acum > 180,16,0.06556968281669451,0.06415501691416252,16723.519869044518,277397.13029211725
AAPL,2010-10-28,9.137480735778809,6.8227261982393514,0.2125415802001953,0.38873583229384473,1.1339735920346998,Hammer,2010-10-29,9.107246398925781,2010-11-05,9.519157409667969,RSI(2) acum > 180,5,0.045228930095794206,0.04410668820254567,12235.068721840282,289632.1990139576
AAPL,2011-06-20,9.439229965209961,4.317605110966568,0.21553611755371094,0.3305575958160403,1.113560401791318,Hammer,2011-06-21,9.479942321777344,2011-07-06,10.445958137512207,RSI(2) acum > 180,10,0.10190102248995014,0.10079300256152962,29192.898947922382,318825.09796188
AAPL,2011-10-04,11.150936126708984,0.3287125233727437,0.8250188827514648,0.33744502048907926,2.386210231737655,Hammer,2011-10-05,11.012035369873047,2011-10-13,12.123238563537598,RSI(2) acum > 180,6,0.10090806616046688,0.09995458457688881,31868.030187597564,350693.12814947753
AAPL,2012-10-09,19.116147994995117,5.156077418785955,0.5092830657958984,0.27390631846628044,1.2621334417913619,Hammer,2012-10-10,19.233097076416016,2012-11-27,17.80514144897461,RSI(2) acum > 180,31,-0.07424470545580475,-0.07474521111571872,-26212.631874151863,324480.4962753257
AAPL,2014-04-08,16.302671432495117,3.2961663904429486,0.2310962677001953,0.3611888313896386,1.0339813096096222,Hammer,2014-04-09,16.277755737304688,2014-04-23,16.477706909179688,RSI(2) acum > 180,9,0.012283706372172576,0.01166578771674457,3785.320583986556,328265.81685931224
AAPL,2015-12-14,25.3137149810791,7.173131729404133,0.6503963470458984,0.17301133447704511,1.1789931805006517,Hammer,2015-12-15,25.192188262939453,2016-02-18,22.364723205566406,RSI(2) acum > 180,43,-0.11223578626286179,-0.11261038445096865,-36966.13980167228,291299.6770576399
AAPL,2017-06-12,33.73876953125,2.707030134109047,0.8305931091308594,0.1871495166142329,1.3661099317968557,Hammer,2017-06-13,34.1424674987793,2017-07-14,34.33039474487305,RSI(2) acum > 180,22,0.0055042080980372,0.005210554665587113,1517.832889858872,292817.5099474988
AAPL,2019-05-09,47.82848358154297,7.677920560310511,1.1961860656738281,0.25498049895877517,1.0971291295410905,Hammer,2019-05-10,47.223060607910156,2019-06-10,45.88137435913086,RSI(2) acum > 180,20,-0.028411674963620515,-0.02862040556780564,-8380.555883671823,284436.954063827
AAPL,2021-02-23,122.47425079345703,1.8067704925908004,8.096183776855469,0.35456655449625557,2.2635324467108258,Hammer,2021-02-24,121.57899475097656,2021-04-07,122.44505310058594,RSI(2) acum > 180,29,0.007123420878608844,0.007040880268514908,2002.6865355017944,286439.64059932873
AAPL,2022-01-24,158.00570678710938,1.417645159244671,7.4300384521484375,0.29999897316890345,1.7422059323505579,Hammer,2022-01-25,155.42474365234375,2022-02-01,170.11862182617188,RSI(2) acum > 180,5,0.0945401473956784,0.09447276839542472,27060.745798548334,313500.38639787707
AAPL,2025-01-13,232.91189575195312,3.7380496082480903,4.9185791015625,0.2303036507581962,1.0328291999786896,Hammer,2025-01-14,233.25967407226562,2025-01-29,232.6336669921875,RSI(2) acum > 180,10,-0.002683734694253981,-0.0027265469261800912,-854.7735140346292,312645.6128838425
