ticker,signal_date,signal_close,rsi_at_signal,signal_range,signal_body_percentile,signal_atr_mult,pattern,entry_date,entry_price,exit_date,exit_price,exit_reason,bars_held,gross_return,net_return,pnl,equity_after,mfe,mfe_1w,mfe_2w,mfe_3w,mfe_4w,mfe_5w
AABA-201910,2002-06-28,2.011779546737671,6.1810307984075195,0.35165250301361084,0.24806203652697148,1.1817199242664058,Hammer,2002-07-05,2.011779546737671,2002-07-12,1.8127824068069458,Stop loss (-1.5%),1,-0.09891597727664625,-0.10362914492503536,-10362.914482140623,89637.08551785939,0.0067750531374973855,0.0067750531374973855,0.0067750531374973855,0.0067750531374973855,0.0067750531374973855,0.0067750531374973855
AABA-201910,2002-07-12,1.7637145519256592,1.1572313567434946,0.3652825355529785,0.32089587796144653,1.1722630171963333,Hammer,2002-07-19,1.7459957599639893,2002-08-09,1.5797104835510254,Stop loss (-1.5%),3,-0.09523807573071852,-0.10067715778854276,-9024.406993362223,80612.67852449717,0.15534742355054193,0.15534742355054193,0.15534742355054193,0.15534742355054193,0.15534742355054193,0.15534742355054193
AAL,2017-03-24,40.41477584838867,6.490205741499295,3.1039886474609375,0.21372951927756448,1.1500414154255538,Hammer,2017-03-31,39.775577545166016,2017-04-28,44.065956115722656,RSI > 90,4,0.10786464547711039,0.10759970907151326,10759.970896391354,110759.97089639136,0.10786464547711028,0.045532006595614107,0.10421227573334392,0.10786464547711028,0.15388366028003067,0.15388366028003067
AAL,2017-08-25,44.007286071777344,3.392646878641287,3.3260765075683594,0.24561337108948048,1.154085379629312,Hammer,2017-09-01,43.98783493041992,2017-09-15,42.80133819580078,Stop loss (-1.5%),2,-0.026973292422687867,-0.027197536519561593,-3012.398350347785,107747.57254604356,0.005306237098529747,0.005306237098529747,0.05195667005199049,0.05195667005199049,0.07450802595786872,0.14238332058380662
AAPL,2008-07-25,4.853126525878906,9.292470115599443,0.6537890434265137,0.28617273055477555,1.5624758997147503,Hammer,2008-08-01,4.859712600708008,2008-08-08,4.687880516052246,Stop loss (-1.5%),1,-0.035358486967053904,-0.037377765056315466,-3737.77650189377,96262.22349810624,0.0008008590641115056,0.04502894356857775,0.11155597830203749,0.11155597830203749,0.11155597830203749,0.11155597830203749
AAPL,2008-09-19,4.218197345733643,2.658660505627992,0.8085553646087646,0.2510179643543663,1.8737880112252343,Hammer,2008-09-26,4.189159870147705,2008-10-03,3.5808725357055664,Stop loss (-1.5%),1,-0.14520508963547651,-0.14741625345348705,-14190.616323002429,82071.6071751038,0.002215176365533126,0.002215176365533126,0.002215176365533126,0.002215176365533126,0.002215176365533126,0.002215176365533126
ADBE,2005-07-08,27.93000030517578,4.633159349609969,2.440000534057617,0.31147543546557666,1.262085260432839,Hammer,2005-07-15,27.75,2005-08-12,27.209999084472656,Stop loss (-1.5%),4,-0.019459492451435856,-0.019816282310479005,-1981.6282290662725,98018.37177093372,0.09549548174883868,0.07387384638056024,0.09549548174883868,0.09549548174883868,0.09549548174883868,0.09549548174883868
ADBE,2016-02-12,76.66999816894531,2.0643046582830067,7.060005187988281,0.23512782468399093,1.311952719044871,Hammer,2016-02-19,77.12999725341797,2016-03-24,92.69000244140625,RSI > 90,5,0.20173740103820315,0.20159468129493227,19759.98239844959,117778.35416938331,0.2705821793045272,0.13418911541653103,0.14806179443800996,0.14806179443800996,0.2705821793045272,0.2705821793045272
ADBE,2019-10-04,276.9599914550781,5.244038774343537,15.799896240234375,0.17024864263488182,1.083959614761189,Hammer,2019-10-11,276.32000732421875,2019-10-25,265.6300048828125,Stop loss (-1.5%),2,-0.03868703734095946,-0.03872252658208259,-4560.675445557208,113217.67872382609,0.018782579269826762,0.018782579269826762,0.018782579269826762,0.019940572893738264,0.06210192243508002,0.07665023202945202
ADI,2020-03-13,89.55719757080078,8.299326276914556,14.682388305664062,0.24449842812232067,1.9807486647066688,Hammer,2020-03-20,80.62750244140625,2020-03-27,76.98383331298828,Stop loss (-1.5%),1,-0.045191392739293956,-0.045312609900368686,-4531.260985505607,95468.7390144944,0.07858415701426419,0.08459493974644985,0.08459493974644985,0.1528272877916065,0.16573918187798495,0.18466166944612455
ADP,2011-08-12,29.26028060913086,2.314869876850622,2.110799789428711,0.25219962283143893,1.6446270284637157,Hammer,2011-08-19,29.309799194335938,2011-08-26,29.30360984802246,Stop loss (-1.5%),1,-0.00021116986412761385,-0.0005522584755280805,-55.22584749758221,99944.77415250242,0.02323128807239723,0.034846932108595845,0.06969386421719169,0.06969386421719169,0.08947875598629146,0.09373456084737618
ADP,2025-09-19,285.5804443359375,9.614261980612312,12.381683349609375,0.23143622619373316,1.1763080283064773,Hammer,2025-09-26,283.09625244140625,2025-10-24,275.4188537597656,Stop loss (-1.5%),4,-0.027119393547004433,-0.027154237628219904,-2713.924144321897,97230.85000818053,0.01727354439142875,0.01727354439142875,0.01727354439142875,0.01727354439142875,0.01727354439142875,0.01727354439142875
ADSK,2016-01-22,49.029998779296875,3.510911974637807,4.770000457763672,0.1802936117022425,1.204963852663097,Hammer,2016-01-29,48.810001373291016,2016-02-05,46.650001525878906,Stop loss (-1.5%),1,-0.04425322242654284,-0.04445354473756945,-4445.354469311591,95554.6455306884,0.007785233409681984,0.042819096369285194,0.042819096369285194,0.042819096369285194,0.06289693932490098,0.17025194273280653
ADSK,2016-02-12,44.91999816894531,0.806918881787098,4.159999847412109,0.20192312100935425,1.014295597087691,Hammer,2016-02-19,44.97999954223633,2016-03-11,55.869998931884766,RSI > 90,3,0.24210759227382161,0.24185838613676597,23110.692332812345,118665.33786350075,0.26989772150284147,0.153401547267687,0.26989772150284147,0.29701870974181926,0.30302359285968045,0.30302359285968045
ADSK,2020-03-13,158.02999877929688,1.785868399573431,30.800003051757812,0.2818179160954942,2.3600094065342647,Hammer,2020-03-20,140.98919677734375,2020-04-24,178.19000244140625,RSI > 90,5,0.26385571741933966,0.26377543554358995,31301.001147571173,149966.33901107192,0.29087904718985164,0.1571808168688124,0.1571808168688124,0.21149566205924153,0.29087904718985164,0.29087904718985164
ADTN,1997-10-31,11.88542366027832,7.924444463610669,2.682474136352539,0.3076922529968593,1.6365152823836195,Hammer,1997-11-07,11.926692962646484,1997-12-12,11.637810707092285,Stop loss (-1.5%),5,-0.024221488425916315,-0.025049442395968798,-2504.944237091935,97495.05576290807,0.08304496609799229,0.07958471919657407,0.08304496609799229,0.08304496609799229,0.08304496609799229,0.08304496609799229
ADTN,1998-06-12,7.345852375030518,2.9504337371359526,1.238065242767334,0.2999998844558893,1.2413900943442677,Hammer,1998-06-19,7.345852375030518,1998-07-02,8.955336570739746,RSI > 90,2,0.2191010809283438,0.2175916634025165,21214.111335758156,118709.16709866624,0.28089888661543905,0.28089888661543905,0.28089888661543905,0.28089888661543905,0.28089888661543905,0.28089888661543905
ADTN,1998-10-09,6.231593608856201,7.06357594297846,1.5682158470153809,0.31578968172764,1.4369009639889803,Hammer,1998-10-16,6.190324783325195,1998-11-06,8.253767013549805,RSI > 90,3,0.33333343603923327,0.33145029551178296,39346.188475464354,158055.3555741306,0.3933333497662773,0.2533333713345163,0.3933333497662773,0.539999993837646,0.539999993837646,0.539999993837646
ALGN,2018-11-23,218.8699951171875,8.168761515597012,35.37998962402344,0.14358403959523225,1.12049075783329,Hammer,2018-11-30,221.9199981689453,2018-12-14,209.7899932861328,Stop loss (-1.5%),2,-0.05465935915148146,-0.0547031879372626,-5470.318788255941,94529.68121174406,0.06502346815803821,0.06502346815803821,0.06502346815803821,0.06502346815803821,0.06502346815803821,0.06502346815803821
AMAT,2000-10-20,18.245275497436523,0.532142956924929,4.606479644775391,0.21568599847129877,1.0923952950303857,Hammer,2000-10-27,18.696889877319336,2000-11-03,17.613012313842773,Stop loss (-1.5%),1,-0.05797100857888582,-0.05849021519494448,-5849.021513645426,94150.97848635456,0.07004837004230019,0.07004837004230019,0.07004837004230019,0.07004837004230019,0.07004837004230019,0.07004837004230019
AMAT,2014-10-17,17.214916229248047,8.429079257371384,1.4807605743408203,0.3274845590555745,1.5204782693051913,Hammer,2014-10-24,17.085025787353516,2014-11-14,19.42306900024414,RSI > 90,3,0.1368475085721712,0.13622233470316691,12825.466091173392,106976.44457752795,0.15306647833976408,0.1327927940399269,0.15306647833976408,0.16472378261996629,0.1694189678920642,0.22949371664377702
AMGN,1998-09-04,10.709639549255371,2.7956673916151544,1.4370431900024414,0.3138688747180374,1.7188045692536158,Hammer,1998-09-11,11.496341705322266,1998-10-02,12.922895431518555,RSI > 90,3,0.12408762393830575,0.12316421531418169,12316.421519101747,112316.42151910176,0.1405109737309358,0.08394166699571988,0.1405109737309358,0.1642335808808915,0.1642335808808915,0.1642335808808915
AMGN,2021-10-15,178.93267822265625,9.28503343834086,8.109817504882812,0.2176223223609321,1.007464319782207,Hammer,2021-10-22,177.65853881835938,2021-12-03,175.78170776367188,Stop loss (-1.5%),6,-0.010564260334294473,-0.01062024919258511,-1192.8283837594608,111123.59313534231,0.062483477239172275,0.025344004095153926,0.062483477239172275,0.062483477239172275,0.062483477239172275,0.062483477239172275
AMLN-201208,2008-02-01,31.809999465942383,2.8342772514935746,4.8300018310546875,0.29606659842862965,1.592873755814849,Hammer,2008-02-08,31.809999465942383,2008-02-15,29.90999984741211,Stop loss (-1.5%),1,-0.059729633776464564,-0.06003456390357341,-6003.456384353885,93996.54361564611,0.014460892786678371,0.014460892786678371,0.014460892786678371,0.014460892786678371,0.014460892786678371,0.014460892786678371
AMZN,1999-02-19,2.546875,7.822487960837506,0.6062500476837158,0.2731960121079268,1.0625055677606066,Hammer,1999-02-26,2.543750047683716,1999-04-09,4.315625190734863,RSI > 90,6,0.696560239739191,0.691270273698406,69127.02730071355,169127.02730071355,0.7702703120675368,0.33722354341130095,0.40294843288583904,0.40601968589952014,0.4520884811047363,0.7702703120675368
AMZN,2012-10-26,11.91200065612793,8.420549191064183,0.8015003204345703,0.04429140182334365,1.258210945484172,Hammer,2012-11-02,11.816000938415527,2012-11-09,11.60200023651123,Stop loss (-1.5%),1,-0.01811109384805054,-0.018949385341502277,-3204.8532087791427,165922.17409193443,0.010071045341092294,0.010071045341092294,0.010071045341092294,0.015572024963730759,0.06910110795219522,0.08137264199483857
ANSS-202507,2022-05-13,254.57000732421875,1.33203848291744,27.60400390625,0.13599468452054553,1.042676167930401,Hammer,2022-05-20,251.97999572753906,2022-06-17,232.8000030517578,Stop loss (-1.5%),4,-0.07611712437887408,-0.07615529893109435,-7615.529885493905,92384.4701145061,0.06004440781236933,0.05290103205441813,0.05940954334993706,0.06004440781236933,0.06004440781236933,0.06004440781236933
APCC-200702,1995-10-06,5.688844203948975,1.4398428784114543,1.1143097877502441,0.26315805239214557,1.1346389121738647,Hammer,1995-10-13,5.74749231338501,1995-10-20,5.512900352478027,Stop loss (-1.5%),1,-0.040816402722393286,-0.04251930251829473,-4251.930247577542,95748.06975242245,0.030612198336315212,0.08163263951601897,0.13265299773133893,0.13265299773133893,0.13265299773133893,0.13265299773133893
ASCL-200504,1996-11-15,82.0,1.2384811789385424,17.5,0.3142857142857143,1.3645239860990503,Hammer,1996-11-22,83.0,1996-12-13,104.5,RSI > 90,3,0.25903614457831314,0.25890006626106854,25890.006600216846,125890.00660021686,0.3313253012048193,0.15060240963855423,0.3313253012048193,0.3313253012048193,0.3313253012048193,0.3313253012048193
ASND-199906,1998-09-04,38.75,4.327255226095005,8.0,0.234375,1.5312111484003135,Hammer,1998-09-11,41.25,1998-10-09,38.625,Stop loss (-1.5%),4,-0.0636363636363636,-0.06387104593382618,-6387.104586995514,93612.89541300447,0.21363636363636362,0.19393939393939394,0.21363636363636362,0.21363636363636362,0.21363636363636362,0.21363636363636362
ASTA-199708,1995-10-13,8.875,0.18541266092601916,2.0,0.3125,1.3568365657203691,Hammer,1995-10-20,8.875,1995-12-22,8.625,Stop loss (-1.5%),9,-0.028169014084507005,-0.029279279279279233,-2927.9279249999954,97072.072075,0.15492957746478872,0.11267605633802817,0.15492957746478872,0.15492957746478872,0.15492957746478872,0.15492957746478872
ATVI-202310,2018-11-02,66.54766845703125,9.542503758509753,6.694309234619141,0.19452461802079124,1.3574347098911634,Hammer,2018-11-09,65.59272003173828,2018-11-16,53.05293655395508,Stop loss (-1.5%),1,-0.19117645177262954,-0.19131432421296374,-19131.432402164945,80868.56759783505,0.004411814823814123,0.004411814823814123,0.004411814823814123,0.004411814823814123,0.004411814823814123,0.004411814823814123
ATVI-202310,2021-08-06,81.06837463378906,1.5049705460627507,6.250022888183594,0.27301291621246504,1.2701726453622457,Hammer,2021-08-13,80.50287628173828,2021-09-17,78.7965316772461,Stop loss (-1.5%),5,-0.02119607004500612,-0.021318965097101895,-1724.0341683468364,79144.53342948822,0.05540277830823605,0.05540277830823605,0.05540277830823605,0.05540277830823605,0.05540277830823605,0.05540277830823605
AVGO,2021-05-14,39.892059326171875,2.5611209099830177,2.6550140380859375,0.2351665814171346,1.1332612787136211,Hammer,2021-05-21,39.93903350830078,2021-07-16,43.818546295166016,RSI > 90,8,0.09713587050269834,0.09687336122580378,9687.336112893041,109687.33611289306,0.09613288839553236,0.07346086994394724,0.08201014386360436,0.08201014386360436,0.08201014386360436,0.08201014386360436
BB,2005-10-28,20.803333282470703,4.439920935637517,3.8633346557617188,0.056945939274253274,1.787103162417135,Hammer,2005-11-04,20.603334426879883,2006-03-03,24.55000114440918,RSI > 90,17,0.19155475690285972,0.19102304126017192,19102.30410691489,119102.30410691489,0.2680795487462092,0.10095452903935825,0.10354310433332244,0.12360451657416752,0.12360451657416752,0.12360451657416752
BEAS-200804,2005-04-08,7.650000095367432,1.126931200720179,0.809999942779541,0.3209873708786697,1.4279131813776988,Hammer,2005-04-15,7.679999828338623,2005-04-22,7.230000019073486,Stop loss (-1.5%),1,-0.058593726474403196,-0.05985684053874358,-5985.684047888673,94014.31595211133,0.04427091627925199,0.04427091627925199,0.04427091627925199,0.04427091627925199,0.04427091627925199,0.1393229421325189
BIIB,2005-03-18,35.24131774902344,7.565929298925994,5.158166885375977,0.2928576578975101,1.0129932281611218,Hammer,2005-03-24,34.9834098815918,2005-04-08,31.943777084350586,Stop loss (-1.5%),2,-0.0868878364781891,-0.08716122874865755,-8716.122866149632,91283.87713385037,0.035808315861912694,0.035808315861912694,0.035808315861912694,0.035808315861912694,0.035808315861912694,0.035808315861912694
BIIB,2011-08-12,83.8017578125,4.425747749524547,9.247848510742188,0.287848538197922,1.6295014162591512,Hammer,2011-08-19,84.13334655761719,2011-09-23,91.77848815917969,RSI > 90,5,0.09086933914279594,0.09074508727520597,8283.563389046867,99567.44052289725,0.11681641013587273,0.025071171902020455,0.045215762810262246,0.045215762810262246,0.11681641013587273,0.11681641013587273
BKR,2025-03-14,41.8494873046875,4.028435242585303,2.569580078125,0.1653726247030879,1.0087538483400542,Hammer,2025-03-21,42.103477478027344,2025-04-11,33.819541931152344,Stop loss (-1.5%),3,-0.19675181346239534,-0.1969659328386514,-19696.59326416855,80303.40673583144,0.052436158023783985,0.052436158023783985,0.052436158023783985,0.052436158023783985,0.052436158023783985,0.052436158023783985
BMC-201309,1998-09-04,46.875,9.636716809310087,11.0,0.32954545454545453,2.1253431815670525,Hammer,1998-09-11,49.75,1998-10-02,57.25,RSI > 90,3,0.1507537688442211,0.15053763440860204,15053.763425806443,115053.76342580644,0.19597989949748743,0.09798994974874371,0.19597989949748743,0.21105527638190955,0.21105527638190955,0.21105527638190955
BMC-201309,2000-10-06,17.625,9.472193225494877,6.25,0.26,1.1379328881998416,Hammer,2000-10-13,17.6875,2000-10-20,16.0,Stop loss (-1.5%),1,-0.09540636042402828,-0.09594460929772507,-11038.7883690831,104014.97505672333,0.0176678445229682,0.024734982332155476,0.07773851590106007,0.24381625441696114,0.2738487863709143,0.2738487863709143
BMET-200709,2000-03-10,13.328668594360352,2.7192947057284726,2.1411514282226562,0.2,1.2226410317226741,Hammer,2000-03-17,13.275139808654785,2000-04-20,12.820144653320312,Stop loss (-1.5%),5,-0.034274227005717584,-0.03501432680937821,-3501.432677436388,96498.5673225636,0.2741936005283911,0.2741936005283911,0.2741936005283911,0.2741936005283911,0.2741936005283911,0.2741936005283911
BMET-200709,2001-11-23,27.7775821685791,6.943775744724448,2.5719985961914062,0.2188676334922297,1.0072886646307766,Hammer,2001-11-30,27.884342193603516,2001-12-07,27.418472290039062,Stop loss (-1.5%),1,-0.0167072222945005,-0.017062786933482944,-1646.5344919647277,94852.03283059888,0.009397906593596767,0.038287549730064645,0.038287549730064645,0.06508880718025455,0.11347025526173189,0.11347025526173189
BMET-200709,2003-05-23,27.705114364624023,7.834020122174792,2.0854358673095703,0.21028033536710844,1.1495708298399687,Hammer,2003-05-30,27.714860916137695,2003-06-06,26.94500160217285,Stop loss (-1.5%),1,-0.027777852333243147,-0.028133594043786625,-2668.5285832154614,92183.50424738343,0.023874770492470047,0.039732717968580585,0.07805902163913885,0.08825593822237794,0.08825593822237794,0.08825593822237794
BMRN,2019-08-16,76.5,2.9082859253118585,5.5402984619140625,0.11376549551211962,1.0088287131636593,Hammer,2019-08-23,77.41000366210938,2019-08-30,76.5199966430664,Stop loss (-1.5%),1,-0.011497312710742169,-0.011625744060817893,-1162.5744049192149,98837.42559508077,0.017181167016417045,0.017181167016417045,0.017181167016417045,0.017181167016417045,0.017181167016417045,0.017181167016417045
BRCM-201601,2008-09-19,19.904273986816406,4.722763293897984,3.638416290283203,0.29155976846031983,1.4079667339957473,Hammer,2008-09-26,19.829832077026367,2008-10-03,17.205705642700195,Stop loss (-1.5%),1,-0.13233225698196027,-0.13280306201216308,-13280.306187936003,86719.693812064,0.0,0.0,0.0,0.0,0.0,0.0
BRCM-201601,2013-08-16,25.042625427246094,2.3784246574417267,3.402162551879883,0.31249982480365396,1.6972840273354215,Hammer,2013-08-23,25.013629913330078,2013-08-30,24.346729278564453,Stop loss (-1.5%),1,-0.0266614896389038,-0.027055863454975546,-2346.2761922902155,84373.41761977377,0.0003863707728925255,0.0003863707728925255,0.04868973260275427,0.05722824454989978,0.09565173894298656,0.09565173894298656
CA-201811,2011-08-12,15.948473930358887,7.839841212000167,1.211573600769043,0.24183050265776782,1.2639341496760497,Hammer,2011-08-19,16.027860641479492,2011-08-26,15.083175659179688,Stop loss (-1.5%),1,-0.05894017944322505,-0.05954551740005065,-5954.551734050514,94045.44826594948,0.01981170302080811,0.01981170302080811,0.05398707518491434,0.05398707518491434,0.06537878657156815,0.07033177182780638
CA-201811,2018-10-12,43.70000076293945,8.830992947419361,3.05999755859375,0.130718310561484,2.8752903925375857,Hammer,2018-10-19,44.0,2018-11-02,44.439998626708984,End of data,2,0.009999968788840574,0.009771585654107153,918.9731521906549,94964.42141814015,0.010681845925071022,0.0018182234330610795,0.010681845925071022,0.010681845925071022,0.010681845925071022,0.010681845925071022
CBRL,1996-07-19,10.596247673034668,3.237941503326425,1.271550178527832,0.04761958333989592,1.687658578094204,Hammer,1996-07-26,10.596247673034668,1996-08-02,10.354047775268555,Stop loss (-1.5%),1,-0.022857138228513096,-0.023789643025472196,-2378.9643001682552,97621.03569983176,0.017142876171668524,0.022857228229647975,0.08000002880036318,0.08000002880036318,0.08000002880036318,0.0857142908572077
CDNS,2020-03-13,62.470001220703125,6.390337177224694,8.669998168945312,0.28719704609492835,1.7836976203525663,Hammer,2020-03-20,55.7599983215332,2020-04-24,77.7300033569336,RSI > 90,5,0.39401014520683897,0.393795493524129,39379.54931303335,139379.54931303335,0.4429698978918529,0.2037303580882975,0.21000723191642912,0.30434012816042305,0.4429698978918529,0.4603659030909516
CDW,2020-03-13,93.44149780273438,2.452700177155762,13.162979125976562,0.2957245646838981,1.7328115804707769,Hammer,2020-03-20,81.22860717773438,2020-03-27,72.29954528808594,Stop loss (-1.5%),1,-0.10992508920054445,-0.11004142497439887,-11004.142486435743,88995.85751356426,0.03997277678655626,0.15716559235285432,0.15716559235285432,0.22422210400199272,0.23813304960478252,0.23813304960478252
CELG-201911,2007-12-21,24.0,0.8937216182587662,4.880001068115234,0.30942620868421894,1.9423233199972019,Hammer,2007-12-28,23.6200008392334,2008-04-04,30.524999618530273,RSI > 90,14,0.2923369404723941,0.29185178981439597,29185.17895225442,129185.17895225441,0.31668074836863963,0.06689245840675993,0.17104144219453937,0.18543602900687944,0.18543602900687944,0.2698983816042449
CELG-201911,2010-12-10,28.729999542236328,6.5679356675245515,2.0749988555908203,0.2240965826728082,1.3278157583778263,Hammer,2010-12-17,28.790000915527344,2011-01-28,27.934999465942383,Stop loss (-1.5%),6,-0.02969786114608397,-0.030039986875587156,-3880.7210763653793,125304.45787588903,0.05765890220992733,0.037165670746718685,0.049496324826165616,0.05765890220992733,0.05765890220992733,0.05765890220992733
CELG-201911,2011-08-12,27.21500015258789,3.77558414789101,1.6000003814697266,0.24687522724265404,1.0627954509198567,Hammer,2011-08-19,27.334999084472656,2011-09-16,29.489999771118164,RSI > 90,4,0.07883668406155664,0.07845650177302768,9830.949411677011,135135.40728756605,0.1309676952975743,0.05963055140693743,0.10517651714988027,0.1309676952975743,0.1309676952975743,0.20468269281491594
CEPH-201110,2002-07-12,40.65999984741211,0.5265408911009217,6.880001068115234,0.29651171494457323,1.0350610594801928,Hammer,2002-07-19,40.810001373291016,2002-08-16,46.65999984741211,RSI > 90,4,0.14334717660533447,0.14308460805155676,14308.460790847214,114308.46079084721,0.18108304682599158,0.13207545229773107,0.17985787565769876,0.18108304682599158,0.18108304682599158,0.20068606594238209
CHIR-200604,1995-10-13,22.125,9.247919373399853,1.65625,0.20754716981132076,1.0052936369511019,Hammer,1995-10-20,22.0625,1995-11-03,21.375,Stop loss (-1.5%),2,-0.031161473087818692,-0.03160756769004191,-3160.7567658434346,96839.24323415656,0.036827195467422094,0.036827195467422094,0.056657223796033995,0.06515580736543909,0.0708215297450425,0.0708215297450425
CHIR-200604,1999-01-29,22.75,9.036236520772121,2.25,0.19444444444444445,1.156015213333573,Hammer,1999-02-05,23.125,1999-02-12,22.375,Stop loss (-1.5%),1,-0.032432432432432434,-0.032857760484219595,-3181.9206564790784,93657.32257767749,0.01891891891891892,0.02972972972972973,0.02972972972972973,0.02972972972972973,0.02972972972972973,0.02972972972972973
CHKP,2012-07-13,46.040000915527344,4.530258425165215,4.259998321533203,0.3286380898567518,1.2958947443401352,Hammer,2012-07-20,45.68000030517578,2012-10-26,41.790000915527344,Stop loss (-1.5%),14,-0.08515760428328367,-0.0853671744247881,-8536.717433942093,91463.2825660579,0.13572681089139488,0.10464095331355058,0.10464095331355058,0.13572681089139488,0.13572681089139488,0.13572681089139488
CHKP,2013-04-05,46.2599983215332,0.9590780017507115,2.75,0.3272732821377841,1.1737360613315382,Hammer,2013-04-12,46.099998474121094,2013-04-26,46.4900016784668,Stop loss (-1.5%),2,0.008459939636757952,0.008242125949944466,753.8518939509572,92217.13446000886,0.05141003958844959,0.05141003958844959,0.05141003958844959,0.05141003958844959,0.05141003958844959,0.09479398896369153
CHKP,2020-03-13,93.66999816894531,1.0220567771245186,15.810005187988281,0.18026598154951456,2.569960857023536,Hammer,2020-03-20,85.2300033569336,2020-06-12,111.51000213623047,RSI > 90,12,0.3083421065846874,0.3082066961303157,28421.938310102472,120639.07277011135,0.313269927215955,0.19312446833470187,0.20497469087436546,0.27185260185796295,0.27185260185796295,0.27185260185796295
CHRS-201206,1995-05-19,4.479230880737305,3.631652234063978,0.6221153736114502,0.1999999233522947,1.0890119485598024,Hammer,1995-05-26,4.479230880737305,1995-06-02,4.479230880737305,Stop loss (-1.5%),1,0.0,-0.0022300368259262743,-223.00368236962376,99776.99631763037,0.0,0.0,0.0,0.22222223405057132,0.22222223405057132,0.2278893735200074
