profit_target_pct,train_trades,train_sharpe,train_expectancy,train_profit_factor,train_win_rate,train_total_pnl,train_avg_holding,test_trades,test_sharpe,test_expectancy,test_profit_factor,test_win_rate,test_total_pnl,test_avg_holding,valid
5.0,1916,0.10455581729971897,0.014871827726842837,1.374116265019272,0.7693110647181628,2949631.1637244327,9.224425887265136,745,0.46828216268578854,0.04224221523428386,3.3457192636240967,0.8348993288590604,3405931.153954901,7.342281879194631,True
4.0,1920,0.08808729134962882,0.012195700599392267,1.3150068235632144,0.7796875,2382545.7349483706,8.563541666666667,748,0.5175631502566006,0.04214107935059938,3.848201989562657,0.8582887700534759,3371122.1566538876,6.4411764705882355,True
3.0,1929,0.08189977848551411,0.010874485428592194,1.3010652712872797,0.7957490927941939,2121988.3175687534,7.6661482633488855,751,0.5532094691508493,0.04102049296626864,4.419557934980955,0.8801597869507324,3260267.3157808213,5.436750998668442,True
2.0,1932,0.05912970230695708,0.007601173166199156,1.2204425814945583,0.8064182194616977,1467302.7237906465,6.874741200828157,753,0.5448972482952186,0.036967667364918716,4.700964306705857,0.897742363877822,2911264.0112174307,4.447543160690571,True
1.0,1944,0.04538181938101246,0.005566480842055033,1.1877366982969684,0.8065843621399177,1125487.0435546767,5.867798353909465,754,0.5135621806936348,0.0324542949405985,4.840025160932399,0.903183023872679,2546462.5973452283,3.7055702917771884,True
